"","SAMPLE_NUMBER","ANALYSIS","REPORTED_NAME","UNITS","ENTRY","REPLICATE_COUNT"
"388",9500232,"MOIS080693","Moisture","G_P_100G",28.67829587,1
"389",9500984,"MOIS211099","Moisture","PCT_M-M",44.670299194,1
"390",9501272,"MOIS211099","Moisture","PCT_M-M",40.439403901,1
"391",9501289,"MOIS291100","Moisture","PCT_M-M",60.916155814,1
"392",9501289,"MOIS291100","Moisture","PCT_M-M",61.583812141,2
"393",9501289,"MOIS291100","Moisture","PCT_M-M",61.153700549,3
"394",9501289,"MOIS291100","Moisture","PCT_M-M",61.304070935,4
"395",9501291,"MOIS291100","Moisture","PCT_M-M",61.168562565,3
"396",9501291,"MOIS291100","Moisture","PCT_M-M",61.136121797,4
"397",9501291,"MOIS291100","Moisture","PCT_M-M",61.195652174,2
"398",9501291,"MOIS291100","Moisture","PCT_M-M",61.7797339,1
"399",9501292,"MOIS291100","Moisture","PCT_M-M",60.288026202,1
"400",9501292,"MOIS291100","Moisture","PCT_M-M",59.666436396,2
"401",9501292,"MOIS291100","Moisture","PCT_M-M",59.370859302,6
"402",9501292,"MOIS291100","Moisture","PCT_M-M",59.257447537,5
"403",9501292,"MOIS291100","Moisture","PCT_M-M",59.463730186,3
"404",9501292,"MOIS291100","Moisture","PCT_M-M",60.111415262,4
"405",9501294,"MOIS291100","Moisture","PCT_M-M",54.651891111,2
"406",9501294,"MOIS291100","Moisture","PCT_M-M",54.97523638,1
"407",9501306,"MOIS211099","Moisture","PCT_M-M",55.924712108,1
"408",9501308,"MOIS211099","Moisture","PCT_M-M",58.559155824,1
"409",9501309,"MOIS211099","Moisture","PCT_M-M",59.790268176,1
"410",9501310,"MOIS211099","Moisture","PCT_M-M",57.456226362,1
"411",9501311,"MOIS211099","Moisture","PCT_M-M",59.027866141,1
"412",9501312,"MOIS211099","Moisture","PCT_M-M",58.964111582,1
"413",9501313,"MOIS211099","Moisture","PCT_M-M",55.060091424,1
"414",9501323,"MOIS211099","Moisture","PCT_M-M",53.396205844,1
"415",9501712,"MOIS211099","Moisture","PCT_M-M",76.842456423,1
"416",9501885,"MOIS211099","Moisture","G_P_100G",55.461951123,1
"417",9502032,"MOIS211099","Moisture","PCT_M-M",52.879208945,1
"418",9503052,"MOIS040493","Moisture","PCT_M-M",48.0241962,1
"419",9503182,"MOIS040493","Moisture","PCT_M-M",35.922523962,1
"420",9503183,"MOIS040493","Moisture","PCT_M-M",34.878559198,1
"421",9503793,"MOIS211099","Moisture","PCT_M-M",48.151143606,1
"422",9503793,"MOIS211099","Moisture","PCT_M-M",48.405241291,2
"423",9503795,"MOIS211099","Moisture","PCT_M-M",48.573063203,1
"424",9503795,"MOIS211099","Moisture","PCT_M-M",48.487906507,2
"425",9503799,"MOIS211099","Moisture","PCT_M-M",47.56430651,1
"426",9503799,"MOIS211099","Moisture","PCT_M-M",47.557115728,2
"427",9503800,"MOIS211099","Moisture","PCT_M-M",40.674009535,1
"428",9503800,"MOIS211099","Moisture","PCT_M-M",40.700118219,2
"429",9504008,"MOIS040493","Moisture","PCT_M-M",39.306801881,1
"430",9504009,"MOIS040493","Moisture","PCT_M-M",40.617111731,1
"431",9504423,"MOIS040493","Moisture","PCT_M-M",43.247562209,1
"432",9504423,"MOIS040493","Moisture","PCT_M-M",43.245163582,2
"433",9504424,"MOIS040493","Moisture","PCT_M-M",43.524443723,1
"434",9504424,"MOIS040493","Moisture","PCT_M-M",43.500098483,2
"435",9504426,"MOIS040493","Moisture","PCT_M-M",43.930085094,1
"436",9504426,"MOIS040493","Moisture","PCT_M-M",43.882349126,2
"437",9504427,"MOIS040493","Moisture","PCT_M-M",43.532409619,1
"438",9504427,"MOIS040493","Moisture","PCT_M-M",43.470441299,2
"439",9504428,"MOIS040493","Moisture","PCT_M-M",43.458886287,1
"440",9504428,"MOIS040493","Moisture","PCT_M-M",43.501971091,2
"441",9504429,"MOIS040493","Moisture","PCT_M-M",43.813394126,1
"442",9504429,"MOIS040493","Moisture","PCT_M-M",43.75917768,2
"443",9504430,"MOIS040493","Moisture","PCT_M-M",43.661182367,1
"444",9504430,"MOIS040493","Moisture","PCT_M-M",43.640633787,2
"445",9504431,"MOIS040493","Moisture","PCT_M-M",43.280305441,1
"446",9504431,"MOIS040493","Moisture","PCT_M-M",43.24194015,2
"447",9504890,"MOIS040493","Moisture","PCT_M-M",46.115471598,1
"448",9504890,"MOIS040493","Moisture","PCT_M-M",46.252400185,2
"449",9504891,"MOIS040493","Moisture","PCT_M-M",46.113237429,1
"450",9504891,"MOIS040493","Moisture","PCT_M-M",46.156603343,2
"451",9504892,"MOIS040493","Moisture","PCT_M-M",45.96560419,1
"452",9504892,"MOIS040493","Moisture","PCT_M-M",46.026690448,2
"453",9504893,"MOIS040493","Moisture","PCT_M-M",46.029675526,1
"454",9504893,"MOIS040493","Moisture","PCT_M-M",46.07887433,2
"455",9504894,"MOIS040493","Moisture","PCT_M-M",34.726098527,1
"456",9504894,"MOIS040493","Moisture","PCT_M-M",34.799451601,2
"457",9505578,"MOIS040493","Moisture","PCT_M-M",45.496378497,1
"458",9505578,"MOIS040493","Moisture","PCT_M-M",45.542813958,2
"459",9505579,"MOIS040493","Moisture","PCT_M-M",46.047766563,1
"460",9505579,"MOIS040493","Moisture","PCT_M-M",46.057364785,2
"461",9505654,"MOIS040493","Moisture","PCT_M-M",35.816438265,1
"462",9505656,"MOIS040493","Moisture","PCT_M-M",35.841272959,1
"463",9505680,"MOIS040493","Moisture","PCT_M-M",35.634231666,1
"464",9505680,"MOIS040493","Moisture","PCT_M-M",35.632550282,2
"465",9505685,"MOIS040493","Moisture","PCT_M-M",35.546389053,1
"466",9505685,"MOIS040493","Moisture","PCT_M-M",35.454427758,2
"467",9506273,"MOIS211099","Moisture","PCT_M-M",82.245281943,1
"468",9506515,"MOIS040493","Moisture","PCT_M-M",43.935686823,1
"469",9506515,"MOIS040493","Moisture","PCT_M-M",43.890854611,2
"470",9507536,"MOIS040493","Moisture","PCT_M-M",35.282701514,1
"471",9507538,"MOIS040493","Moisture","PCT_M-M",35.552064926,1
"472",9507758,"MOIS040493","Moisture","PCT_M-M",36.469889065,1
"473",9507758,"MOIS040493","Moisture","PCT_M-M",36.457432151,2
"474",9507761,"MOIS040493","Moisture","PCT_M-M",36.385061045,1
"475",9507761,"MOIS040493","Moisture","PCT_M-M",36.481610223,2
"476",9507762,"MOIS040493","Moisture","PCT_M-M",36.146277468,1
"477",9507762,"MOIS040493","Moisture","PCT_M-M",36.120828848,2
"478",9507764,"MOIS040493","Moisture","PCT_M-M",35.603296852,1
"479",9507764,"MOIS040493","Moisture","PCT_M-M",35.600683491,2
"480",9507768,"MOIS040493","Moisture","PCT_M-M",45.555410094,1
"481",9507768,"MOIS040493","Moisture","PCT_M-M",45.567405157,2
"482",9507776,"MOIS040493","Moisture","PCT_M-M",45.514661679,1
"483",9507776,"MOIS040493","Moisture","PCT_M-M",45.336830572,2
"484",9507778,"MOIS040493","Moisture","PCT_M-M",45.966604337,1
"485",9507778,"MOIS040493","Moisture","PCT_M-M",46.037370057,2
"486",9507779,"MOIS040493","Moisture","PCT_M-M",44.174741444,1
"487",9507779,"MOIS040493","Moisture","PCT_M-M",43.911233487,2
"488",9507780,"MOIS040493","Moisture","PCT_M-M",43.268452246,1
"489",9507780,"MOIS040493","Moisture","PCT_M-M",43.025775363,2
"490",9507782,"MOIS040493","Moisture","PCT_M-M",43.43122102,1
"491",9507782,"MOIS040493","Moisture","PCT_M-M",43.657605326,2
"492",9507783,"MOIS040493","Moisture","PCT_M-M",43.793497794,1
"493",9507783,"MOIS040493","Moisture","PCT_M-M",43.828393647,2
"494",9508646,"MOIS040493","Moisture","PCT_M-M",46.278536601,1
"495",9508646,"MOIS040493","Moisture","PCT_M-M",46.219947861,2
"496",9508651,"MOIS040493","Moisture","PCT_M-M",45.946035534,1
"497",9508651,"MOIS040493","Moisture","PCT_M-M",45.952308882,2
"498",9509231,"MOIS040493","Moisture","PCT_M-M",34.682233436,1
"499",9509232,"MOIS040493","Moisture","PCT_M-M",34.884569457,1
"500",9509460,"MOIS211099","Moisture","PCT_M-M",53.010113983,1
"501",9510590,"MOIS040493","Moisture","PCT_M-M",36.227366187,1
"502",9510590,"MOIS040493","Moisture","PCT_M-M",36.153335546,2
"503",9510591,"MOIS040493","Moisture","PCT_M-M",45.981506645,1
"504",9510591,"MOIS040493","Moisture","PCT_M-M",45.822173726,2
"505",9510948,"MOIS211099","Moisture","PCT_M-M",77.058635053,1
"506",9511201,"MOIS291100","Moisture","PCT_M-M",59.483925155,1
"507",9511201,"MOIS291100","Moisture","PCT_M-M",59.634976582,2
"508",9511247,"MOIS291100","Moisture","PCT_M-M",62.114559677,2
"509",9511247,"MOIS291100","Moisture","PCT_M-M",61.832444936,1
"510",9511248,"MOIS291100","Moisture","PCT_M-M",67.545352852,1
"511",9511248,"MOIS291100","Moisture","PCT_M-M",67.491856678,2
"512",9512796,"MOIS211099","Moisture","PCT_M-M",44.557884592,1
"513",9512797,"MOIS211099","Moisture","PCT_M-M",46.180789871,1
"514",9512798,"MOIS211099","Moisture","PCT_M-M",45.702232936,1
"515",9512799,"MOIS211099","Moisture","PCT_M-M",48.454979536,1
"516",9512800,"MOIS211099","Moisture","PCT_M-M",48.110313316,1
"517",9512801,"MOIS211099","Moisture","PCT_M-M",48.014594102,1
"518",9512802,"MOIS211099","Moisture","PCT_M-M",46.126714566,1
"519",9513091,"MOIS211099","Moisture","PCT_M-M",39.501882421,1
"520",9513098,"MOIS211099","Moisture","PCT_M-M",40.778423286,1
"521",9513099,"MOIS211099","Moisture","PCT_M-M",37.047362897,1
"522",9513235,"MOIS040493","Moisture","PCT_M-M",35.400662252,1
"523",9513243,"MOIS040493","Moisture","PCT_M-M",35.458409229,1
"524",9513310,"MOIS211099","Moisture","PCT_M-M",40.005316321,1
"525",9513310,"MOIS211099","Moisture","PCT_M-M",39.852779536,2
"526",9513312,"MOIS211099","Moisture","PCT_M-M",46.365324667,1
"527",9513312,"MOIS211099","Moisture","PCT_M-M",46.284219934,2
"528",9515088,"MOIS211099","Moisture","PCT_M-M",78.270925799,1
"529",9515094,"MOIS211099","Moisture","PCT_M-M",46.659818411,1
"530",9515094,"MOIS211099","Moisture","PCT_M-M",46.702202813,2
"531",9515097,"MOIS211099","Moisture","PCT_M-M",40.791581593,1
"532",9515097,"MOIS211099","Moisture","PCT_M-M",40.866490688,2
"533",9515159,"MOIS080693","Moisture","G_P_100G",34.14677992,1
"534",9515257,"MOIS040493","Moisture","PCT_M-M",48.567275077,1
"535",9515593,"MOIS040493","Moisture","PCT_M-M",34.702367196,1
"536",9515969,"MOIS211099","Moisture","PCT_M-M",44.192615951,1
"537",9516035,"MOIS211099","Moisture","PCT_M-M",44.97903902,1
"538",9516297,"MOIS211099","Moisture","PCT_M-M",43.568439002,1
"539",9516727,"MOIS040493","Moisture","PCT_M-M",39.802974948,1
"540",9517194,"MOIS211099","Moisture","PCT_M-M",53.048636624,1
"541",9517208,"MOIS211099","Moisture","PCT_M-M",52.586031358,1
"542",9517213,"MOIS211099","Moisture","G_P_100G",54.106887877,1
"543",9517732,"MOIS211099","Moisture","PCT_M-M",35.109407021,1
"544",9517733,"MOIS211099","Moisture","PCT_M-M",37.428494414,1
"545",9517734,"MOIS211099","Moisture","PCT_M-M",46.131286659,1
"546",9517735,"MOIS211099","Moisture","PCT_M-M",46.597494008,1
"547",9517736,"MOIS211099","Moisture","PCT_M-M",45.746949919,1
"548",9517737,"MOIS211099","Moisture","PCT_M-M",43.558781629,1
"549",9517738,"MOIS211099","Moisture","PCT_M-M",41.139410188,1
"550",9517739,"MOIS211099","Moisture","PCT_M-M",46.216645489,1
"551",9517740,"MOIS211099","Moisture","PCT_M-M",40.339766555,1
"552",9518611,"MOIS211099","Moisture","PCT_M-M",49.794873377,1
"553",9518777,"MOIS211099","Moisture","PCT_M-M",44.338447417,1
"554",9518846,"MOIS211099","Moisture","PCT_M-M",47.971129802,1
"555",9519316,"MOIS040493","Moisture","PCT_M-M",32.443586501,1
"556",9519321,"MOIS040493","Moisture","PCT_M-M",32.626991783,1
"557",9519416,"MOIS040493","Moisture","PCT_M-M",45.046920434,1
"558",9519416,"MOIS040493","Moisture","PCT_M-M",45.039557748,2
"559",9519449,"MOIS040493","Moisture","PCT_M-M",45.507968127,1
"560",9519449,"MOIS040493","Moisture","PCT_M-M",45.603700745,2
"561",9519451,"MOIS040493","Moisture","PCT_M-M",45.426546562,1
"562",9519451,"MOIS040493","Moisture","PCT_M-M",45.350917887,2
"563",9519483,"MOIS211099","Moisture","G_P_100G",52.853540381,1
"564",9519559,"MOIS040493","Moisture","PCT_M-M",45.882042137,1
"565",9519559,"MOIS040493","Moisture","PCT_M-M",45.924202128,2
"566",9519571,"MOIS040493","Moisture","PCT_M-M",45.640394907,1
"567",9519571,"MOIS040493","Moisture","PCT_M-M",45.589996009,2
"568",9519577,"MOIS040493","Moisture","PCT_M-M",46.30081033,1
"569",9519577,"MOIS040493","Moisture","PCT_M-M",46.464378195,2
"570",9519587,"MOIS040493","Moisture","PCT_M-M",46.082522021,1
"571",9519587,"MOIS040493","Moisture","PCT_M-M",46.162266154,2
"572",9519601,"MOIS040493","Moisture","PCT_M-M",45.771491184,1
"573",9519601,"MOIS040493","Moisture","PCT_M-M",45.839406387,2
"574",9519842,"MOIS211099","Moisture","G_P_100G",45.98447552,1
"575",9520443,"MOIS040493","Moisture","PCT_M-M",36.955079291,1
"576",9520583,"MOIS040493","Moisture","PCT_M-M",36.049759647,1
"577",9520586,"MOIS040493","Moisture","PCT_M-M",36.190791653,1
"578",9520621,"MOIS211099","Moisture","PCT_M-M",76.983835415,1
"579",9520718,"MOIS040493","Moisture","PCT_M-M",46.020522265,1
"580",9520718,"MOIS040493","Moisture","PCT_M-M",45.987140572,2
"581",9521614,"MOIS211099","Moisture","PCT_M-M",48.965929809,1
"582",9521620,"MOIS211099","Moisture","PCT_M-M",48.860743966,1
"583",9521624,"MOIS211099","Moisture","PCT_M-M",48.580390107,1
"584",9521626,"MOIS211099","Moisture","PCT_M-M",48.878567111,1
"585",9521628,"MOIS211099","Moisture","PCT_M-M",49.993403694,1
"586",9521762,"MOIS211099","Moisture","PCT_M-M",52.853699114,1
"587",9521762,"MOIS211099","Moisture","PCT_M-M",52.7260065,2
"588",9521763,"MOIS211099","Moisture","PCT_M-M",48.14078728,1
"589",9521763,"MOIS211099","Moisture","PCT_M-M",48.284354511,2
"590",9521837,"MOIS211099","Moisture","PCT_M-M",53.290885182,1
"591",9522206,"MOIS040493","Moisture","PCT_M-M",45.619966193,1
"592",9522206,"MOIS040493","Moisture","PCT_M-M",45.596494076,2
"593",9522221,"MOIS040493","Moisture","PCT_M-M",45.583015425,1
"594",9522221,"MOIS040493","Moisture","PCT_M-M",45.540180602,2
"595",9522694,"MOIS040493","Moisture","PCT_M-M",40.603479823,1
"596",9522704,"MOIS040493","Moisture","PCT_M-M",40.883341018,1
"597",9523665,"MOIS211099","Moisture","PCT_M-M",36.056483332,1
"598",9523666,"MOIS211099","Moisture","PCT_M-M",34.245764106,1
"599",9523667,"MOIS211099","Moisture","PCT_M-M",44.365022635,1
"600",9523668,"MOIS211099","Moisture","PCT_M-M",51.763625405,1
"601",9523669,"MOIS211099","Moisture","PCT_M-M",49.046766042,1
"602",9523670,"MOIS211099","Moisture","PCT_M-M",45.520532962,1
"603",9523727,"MOIS211099","Moisture","G_P_100G",74.673831607,1
"604",9523760,"MOIS211099","Moisture","G_P_100G",57.072511888,1
"605",9524137,"MOIS211099","Moisture","PCT_M-M",54.86429384,1
"606",9524139,"MOIS211099","Moisture","PCT_M-M",54.269356059,1
"607",9524142,"MOIS211099","Moisture","PCT_M-M",52.192721749,1
"608",9524144,"MOIS211099","Moisture","PCT_M-M",51.261892178,1
"609",9524147,"MOIS211099","Moisture","PCT_M-M",52.772974704,1
"610",9524149,"MOIS211099","Moisture","PCT_M-M",50.808668414,1
"611",9525382,"MOIS211099","Moisture","PCT_M-M",50.716088113,1
"612",9525382,"MOIS211099","Moisture","PCT_M-M",50.848809752,2
"613",9525383,"MOIS211099","Moisture","PCT_M-M",44.575479737,1
"614",9525383,"MOIS211099","Moisture","PCT_M-M",44.77456685,2
"615",9525397,"MOIS211099","Moisture","PCT_M-M",47.910462415,1
"616",9525397,"MOIS211099","Moisture","PCT_M-M",47.840991496,2
"617",9525398,"MOIS211099","Moisture","PCT_M-M",42.928315298,1
"618",9525398,"MOIS211099","Moisture","PCT_M-M",42.696858425,2
"619",9526262,"MOIS211099","Moisture","PCT_M-M",36.440778192,1
"620",9526263,"MOIS211099","Moisture","PCT_M-M",34.279649774,1
"621",9526264,"MOIS211099","Moisture","PCT_M-M",44.214430209,1
"622",9526265,"MOIS211099","Moisture","PCT_M-M",50.779822501,1
"623",9526266,"MOIS211099","Moisture","PCT_M-M",49.016151868,1
"624",9526267,"MOIS211099","Moisture","PCT_M-M",45.833049171,1
"625",9526303,"MOIS211099","Moisture","PCT_M-M",35.277042602,1
"626",9526306,"MOIS211099","Moisture","PCT_M-M",37.66446769,1
"627",9526307,"MOIS211099","Moisture","PCT_M-M",45.304564083,1
"628",9526309,"MOIS211099","Moisture","PCT_M-M",46.584200169,1
"629",9526312,"MOIS211099","Moisture","PCT_M-M",45.462155114,1
"630",9526313,"MOIS211099","Moisture","PCT_M-M",43.547644622,1
"631",9526320,"MOIS211099","Moisture","PCT_M-M",41.432825047,1
"632",9526321,"MOIS211099","Moisture","PCT_M-M",46.345641416,1
"633",9526322,"MOIS211099","Moisture","PCT_M-M",40.404544887,1
"634",9526591,"MOIS040493","Moisture","PCT_M-M",47.49565958,1
"635",9526592,"MOIS040493","Moisture","PCT_M-M",48.076669957,1
"636",9526592,"MOIS040493","Moisture","PCT_M-M",47.896877033,2
"637",9526592,"MOIS040493","Moisture","PCT_M-M",47.907714682,3
"638",9526593,"MOIS040493","Moisture","PCT_M-M",47.744459788,1
"639",9526594,"MOIS040493","Moisture","PCT_M-M",47.516259623,1
"640",9526617,"MOIS040493","Moisture","PCT_M-M",46.547425114,1
"641",9526618,"MOIS040493","Moisture","PCT_M-M",46.505349794,1
"642",9526619,"MOIS040493","Moisture","PCT_M-M",46.508433427,1
"643",9527258,"MOIS040493","Moisture","PCT_M-M",35.646996384,1
"644",9527259,"MOIS040493","Moisture","PCT_M-M",35.11645679,1
"645",9527579,"MOIS040493","Moisture","PCT_M-M",45.596428921,1
"646",9527579,"MOIS040493","Moisture","PCT_M-M",45.580594882,2
"647",9527581,"MOIS040493","Moisture","PCT_M-M",46.022708787,1
"648",9527581,"MOIS040493","Moisture","PCT_M-M",46.148858921,2
"649",9527582,"MOIS040493","Moisture","PCT_M-M",45.92283214,1
"650",9527582,"MOIS040493","Moisture","PCT_M-M",45.837423915,2
"651",9527688,"MOIS040493","Moisture","PCT_M-M",45.662100457,1
"652",9527688,"MOIS040493","Moisture","PCT_M-M",45.780687398,2
"653",9527689,"MOIS040493","Moisture","PCT_M-M",45.599684636,1
"654",9527689,"MOIS040493","Moisture","PCT_M-M",45.571650787,2
"655",9528528,"MOIS040493","Moisture","PCT_M-M",35.289644227,1
"656",9528811,"MOIS040493","Moisture","PCT_M-M",35.542877052,1
"657",9528813,"MOIS040493","Moisture","PCT_M-M",35.570160267,1
"658",9528888,"MOIS040493","Moisture","PCT_M-M",45.868161406,1
"659",9528888,"MOIS040493","Moisture","PCT_M-M",45.689850293,2
"660",9528889,"MOIS040493","Moisture","PCT_M-M",46.025377565,1
"661",9528889,"MOIS040493","Moisture","PCT_M-M",46.154597551,2
"662",9529246,"MOIS211099","Moisture","PCT_M-M",82.325335448,1
"663",9530031,"MOIS040493","Moisture","PCT_M-M",45.729780085,1
"664",9530031,"MOIS040493","Moisture","PCT_M-M",45.772870662,2
"665",9530033,"MOIS040493","Moisture","PCT_M-M",45.418896015,1
"666",9530033,"MOIS040493","Moisture","PCT_M-M",45.264062397,2
"667",9530292,"MOIS211099","Moisture","PCT_M-M",52.666705023,1
"668",9530646,"MOIS040493","Moisture","PCT_M-M",45.998681608,1
"669",9530646,"MOIS040493","Moisture","PCT_M-M",45.948114907,2
"670",9531378,"MOIS211099","Moisture","PCT_M-M",77.319406653,1
"671",9532315,"MOIS040493","Moisture","PCT_M-M",39.489301237,1
"672",9532317,"MOIS040493","Moisture","PCT_M-M",35.932459044,1
"673",9532320,"MOIS040493","Moisture","PCT_M-M",36.322834333,1
"674",9532323,"MOIS040493","Moisture","PCT_M-M",34.554669325,1
"675",9532328,"MOIS040493","Moisture","PCT_M-M",33.727526619,1
"676",9532540,"MOIS211099","Moisture","PCT_M-M",36.206528045,1
"677",9532633,"MOIS211099","Moisture","PCT_M-M",53.250627076,1
"678",9532770,"MOIS211099","Moisture","PCT_M-M",44.593897924,1
"679",9532891,"MOIS211099","Moisture","PCT_M-M",34.507087217,1
"680",9533156,"MOIS040493","Moisture","PCT_M-M",40.953734815,1
"681",9533157,"MOIS040493","Moisture","PCT_M-M",40.698658286,1
"682",9533167,"MOIS211099","Moisture","PCT_M-M",39.487683394,1
"683",9533961,"MOIS211099","Moisture","G_P_100G",53.54696749,1
"684",9533981,"MOIS211099","Moisture","G_P_100G",55.330572174,1
"685",9534006,"MOIS211099","Moisture","G_P_100G",54.668664205,1
"686",9534583,"MOIS211099","Moisture","PCT_M-M",53.275682943,1
"687",9534999,"MOIS040493","Moisture","PCT_M-M",37.074503311,1
"688",9535572,"MOIS211099","Moisture","PCT_M-M",41.954257709,1
"689",9535572,"MOIS211099","Moisture","PCT_M-M",41.907016061,2
"690",9535573,"MOIS211099","Moisture","PCT_M-M",49.470508558,1
"691",9535573,"MOIS211099","Moisture","PCT_M-M",49.564413939,2
"692",9535826,"MOIS211099","Moisture","PCT_M-M",76.504523683,1
"693",9535840,"MOIS040493","Moisture","PCT_M-M",45.759296574,1
"694",9535840,"MOIS040493","Moisture","PCT_M-M",45.832654391,2
"695",9535851,"MOIS040493","Moisture","PCT_M-M",44.964231171,1
"696",9535851,"MOIS040493","Moisture","PCT_M-M",44.97509783,2
"697",9536237,"MOIS211099","Moisture","PCT_M-M",44.476790178,1
"698",9536327,"MOIS211099","Moisture","PCT_M-M",43.170708632,1
"699",9536931,"MOIS040493","Moisture","PCT_M-M",36.669717573,1
"700",9536938,"MOIS040493","Moisture","PCT_M-M",36.406639004,1
"701",9537046,"MOIS040493","Moisture","PCT_M-M",45.516419942,1
"702",9537046,"MOIS040493","Moisture","PCT_M-M",45.538847118,2
"703",9537057,"MOIS040493","Moisture","PCT_M-M",46.506188066,1
"704",9537057,"MOIS040493","Moisture","PCT_M-M",46.464726666,2
"705",9537064,"MOIS211099","Moisture","PCT_M-M",40.463404932,1
"706",9537064,"MOIS211099","Moisture","PCT_M-M",40.629370629,2
"707",9537067,"MOIS211099","Moisture","PCT_M-M",49.376378056,1
"708",9537067,"MOIS211099","Moisture","PCT_M-M",49.362855852,2
"709",9537571,"MOIS211099","Moisture","PCT_M-M",53.317564662,2
"710",9537590,"MOIS211099","Moisture","PCT_M-M",40.300954953,2
"711",9537598,"MOIS211099","Moisture","PCT_M-M",53.260507762,2
"712",9538207,"MOIS211099","Moisture","PCT_M-M",31.763347413,1
"713",9538420,"MOIS211099","Moisture","G_P_100G",52.857509793,1
"714",9539723,"MOIS040493","Moisture","PCT_M-M",36.949871518,1
"715",9540153,"MOIS040493","Moisture","PCT_M-M",45.200726912,1
