"SAMPLE_NUMBER","LOGIN_DATE","REPORTABLE","ANALYSIS","REPORTED_NAME","REPORTED_UNITS","ENTRY","PRODUCT","CUSTOMER","X_CLIENT_CODE","DESCRIPTION","NAME","LAB"
"8197773","11/01/2016 02:31:09 PM","T","SOLI030693","Insolubility Index","ML","2.5","PDR_FCMP","L11MP","26% Fat FCMP BATCH 151226- pallet 26","26% Fat FCMP BATCH 151226- pallet 26 DOM :  26/12/2015","DTS16002105","CHEMISTRY"
"8197895","11/01/2016 03:11:23 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MGTDP","XIF10JAN16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16003146","CHEMISTRY"
"8197925","11/01/2016 03:19:22 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF10JAN16J5","Instant Full Cream Milk Powder 25kg 3393","MG16003150","CHEMISTRY"
"8197955","11/01/2016 03:26:28 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF03JAN15Q5","IFCMP INT.Bag Kg                    3393","MG16003154","CHEMISTRY"
"8197967","11/01/2016 03:28:24 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC11JAN16J1","WPC 35% 25Kg                        2404","MG16003156","CHEMISTRY"
"8198027","11/01/2016 03:39:10 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF10JAN16Q5","IFCMP INT.Bag Kg                    3393","MG16003157","CHEMISTRY"
"8198354","11/01/2016 04:57:29 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MMS11JAN16J3","MH SMP 25Kg                         4442","MG16003204","CHEMISTRY"
"8198413","11/01/2016 05:12:08 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS11JAN16J1","HH HS SMP 25Kg                      4664","MG16003207","CHEMISTRY"
"8199645","12/01/2016 08:38:40 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BLEND","653","426012","","DTS16002239","CHEMISTRY"
"8200458","12/01/2016 11:24:44 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MGTDP","XIF11JAN16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16003386","CHEMISTRY"
"8200810","12/01/2016 12:12:29 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG70","KNX10JAN16W4","Filled Milk Base 007 25Kg           3104","MG16003437","CHEMISTRY"
"8201707","12/01/2016 02:40:21 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF11JAN16Q5","IFCMP INT.Bag Kg                    3393","MG16003467","CHEMISTRY"
"8201945","12/01/2016 03:11:53 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM11JAN16J2","BMP 25Kg                            2000","MG16003509","CHEMISTRY"
"8201977","12/01/2016 03:16:09 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS10JAN16J2","MH SMP 25Kg                         4442","MG16003511","CHEMISTRY"
"8202073","12/01/2016 03:29:04 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KNX10JAN16W8","Filled Milk Base 007 25Kg           3104","MG16003534","CHEMISTRY"
"8203741","13/01/2016 08:57:16 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS11JAN16N2","MH SMP Blk Bag Kg                  C4301","MG16003593","CHEMISTRY"
"8203861","13/01/2016 09:08:21 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS12JAN16J1","HH HS SMP 25Kg                      4664","MG16003607","CHEMISTRY"
"8203991","13/01/2016 09:23:07 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC12JAN16J1","WPC 35% 25Kg                        2404","MG16003618","CHEMISTRY"
"8204416","13/01/2016 10:09:50 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM12JAN16J2","BMP 25Kg                            2000","MG16003686","CHEMISTRY"
"8204449","13/01/2016 10:13:13 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS13JAN16J1","HH HS SMP 25Kg                      4664","MG16003687","CHEMISTRY"
"8204514","13/01/2016 10:23:34 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","B7","WPC-35 BATCH:376012 LIMS 660067 MFD:11/01/2016","WPC-35 BATCH:376012 LIMS 660067 MFD:11/01/2016","DTS16002713","CHEMISTRY"
"8204614","13/01/2016 10:42:33 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WHEY","BESTON","WHEY POWDER BULK 5356006 24/12/15","","DTS16002730","CHEMISTRY"
"8204894","13/01/2016 11:12:08 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KIF08JAN16W5","Instant Full Cream Milk Powder 25kg 3393","MG16003706","CHEMISTRY"
"8205186","13/01/2016 11:53:37 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BLEND","MG10","LBM12JAN16J2","Buttermilk Powder Blend 25Kg        2010","MG16003750","CHEMISTRY"
"8205332","13/01/2016 12:09:29 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG70","KNX11JAN16W4","Filled Milk Base 007 25Kg           3104","MG16003760","CHEMISTRY"
"8205363","13/01/2016 12:18:03 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MMS12JAN16J4","MH SMP 25Kg                         4301","MG16003761","CHEMISTRY"
"8205392","13/01/2016 12:25:50 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM13JAN16J2","BMP 25Kg                            2000","MG16003762","CHEMISTRY"
"8205461","13/01/2016 12:35:42 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG70","KIF11JAN16W1","Instant Full Cream Milk Powder 25kg 3393","MG16003767","CHEMISTRY"
"8205889","13/01/2016 01:34:41 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG40","RIF12JAN16Q5","IFCMP INT.Bag Kg                    3393","MG16003785","CHEMISTRY"
"8206740","13/01/2016 03:29:17 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF12JAN16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16003857","CHEMISTRY"
"8206940","13/01/2016 03:58:48 PM","T","SOLI030693","Insolubility Index","ML","0.3","PDR_FCMP","DAIBEST","6B2598 - WMP26-25-01","6B2598 - WMP26-25-01","DTS16002931","CHEMISTRY"
"8207209","13/01/2016 04:44:28 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BLEND","MG10","LBM13JAN16J2","Buttermilk Powder Blend 25Kg        2010","MG16003888","CHEMISTRY"
"8208934","14/01/2016 09:39:29 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_WPC","MG40","RPC13JAN16J1","WPC 35% 25Kg                        2404","MG16004025","CHEMISTRY"
"8209657","14/01/2016 11:09:39 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MMS13JAN16J4","MH SMP 25Kg                         4301","MG16004102","CHEMISTRY"
"8210102","14/01/2016 12:15:23 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM14JAN16J2","BMP 25Kg                            2000","MG16004105","CHEMISTRY"
"8210150","14/01/2016 12:18:59 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF13JAN16Q5","IFCMP INT.Bag Kg                    3393","MG16004106","CHEMISTRY"
"8210578","14/01/2016 01:25:44 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF13JAN16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16004165","CHEMISTRY"
"8210619","14/01/2016 01:30:55 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MGTDP","XIF13JAN16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16004168","CHEMISTRY"
"8211840","14/01/2016 04:57:58 PM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_FCMP","DAIBEST","6B2599 - WMP26-25-01","6B2599 - WMP26-25-01","DTS16003371","CHEMISTRY"
"8212378","14/01/2016 11:09:32 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC14JAN16J1","WPC 35% 25Kg                        2404","MG16004216","CHEMISTRY"
"8212862","15/01/2016 07:59:51 AM","T","SOLI030693","Insolubility Index","ML","1.4","PDR_WHEY","MG20","CCW12JAN16J2","Ezy Cal Mineral Whey Powder 25kg    2291","MG16004260","CHEMISTRY"
"8213506","15/01/2016 09:43:38 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS14JAN16J1","HH HS SMP 25Kg                      4664","MG16004308","CHEMISTRY"
"8213547","15/01/2016 09:48:49 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MMS14JAN16J4","MH SMP 25Kg                         4301","MG16004309","CHEMISTRY"
"8214140","15/01/2016 11:23:00 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KIF12JAN16W1","Instant Full Cream Milk Powder 25kg 3393","MG16004335","CHEMISTRY"
"8214208","15/01/2016 11:32:11 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KNX12JAN16W4","Filled Milk Base 007 25Kg           3104","MG16004338","CHEMISTRY"
"8214251","15/01/2016 11:40:06 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS12JAN16N2","MH SMP Blk Bag Kg                  C4301","MG16004339","CHEMISTRY"
"8214332","15/01/2016 11:59:46 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KNX14JAN16W4","Filled Milk Base 007 25Kg           3104","MG16004350","CHEMISTRY"
"8214402","15/01/2016 12:07:45 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS13JAN16N2","MH SMP Blk Bag Kg                  C4301","MG16004351","CHEMISTRY"
"8215409","15/01/2016 02:27:27 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF14JAN16J5","Instant Full Cream Milk Powder 25kg 3393","MG16004479","CHEMISTRY"
"8215425","15/01/2016 02:29:55 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF14JAN16Q5","IFCMP INT.Bag Kg                    3393","MG16004481","CHEMISTRY"
"8215586","15/01/2016 02:55:04 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","DAIBEST","6B2601 - SMPMH-25-01","6B2601 - SMPMH-25-01","DTS16003711","CHEMISTRY"
"8216069","15/01/2016 04:14:30 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS14JAN16N2","MH SMP Blk Bag Kg                  C4301","MG16004519","CHEMISTRY"
"8216103","15/01/2016 04:22:03 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KNX13JAN16W4","Filled Milk Base 007 25Kg           3104","MG16004521","CHEMISTRY"
"8216195","15/01/2016 04:41:19 PM","T","SOLI030693","Insolubility Index","ML","<0.1","MISC_DAIRY","MG80","JRD05JAN167","Heinz Nurture Gold Junior Mix 102834","MG16004529","CHEMISTRY"
"8216198","15/01/2016 04:42:38 PM","T","SOLI030693","Insolubility Index","ML","<0.1","MISC_DAIRY","MG80","JRD05JAN167","Heinz Nurture Gold Junior Mix 102834","MG16004529","CHEMISTRY"
"8216373","15/01/2016 05:11:58 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KIF14JAN16W1","Instant Full Cream Milk Powder 25kg 3393","MG16004597","CHEMISTRY"
"8217879","16/01/2016 10:48:40 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS15JAN16N2","MH SMP Blk Bag Kg                  C4301","MG16004815","CHEMISTRY"
"8218249","16/01/2016 12:37:55 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM15JAN16J2","BMP 25Kg                            2000","MG16004835","CHEMISTRY"
"8218264","16/01/2016 12:41:16 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM16JAN16J2","BMP 25Kg                            2000","MG16004836","CHEMISTRY"
"8218291","16/01/2016 12:49:01 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF15JAN16Q5","IFCMP INT.Bag Kg                    3393","MG16004854","CHEMISTRY"
"8218849","16/01/2016 02:33:04 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS15JAN16J1","HH HS SMP 25Kg                      4664","MG16004925","CHEMISTRY"
"8219255","17/01/2016 05:42:26 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC15JAN16J1","WPC 35% 25Kg                        2404","MG16005000","CHEMISTRY"
"8219712","17/01/2016 10:35:52 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KNX15JAN16W4","Filled Milk Base 007 25Kg           3104","MG16005060","CHEMISTRY"
"8219726","17/01/2016 10:43:13 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KNX16JAN16W4","Filled Milk Base 007 25Kg           3104","MG16005061","CHEMISTRY"
"8219784","17/01/2016 10:58:31 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS16JAN16N2","MH SMP Blk Bag Kg                  C4301","MG16005064","CHEMISTRY"
"8220282","17/01/2016 01:11:12 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MHS16JAN16J1","HH HS SMP 25Kg                      4637","MG16005203","CHEMISTRY"
"8220292","17/01/2016 01:17:26 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MLS16JAN16J3","LH SMP 25Kg                         4001","MG16005204","CHEMISTRY"
"8220321","17/01/2016 01:23:57 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM17JAN16J2","BMP 25Kg                            2000","MG16005221","CHEMISTRY"
"8220460","17/01/2016 02:27:50 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KIF15JAN16W1","Instant Full Cream Milk Powder 25kg 3393","MG16005267","CHEMISTRY"
"8220518","17/01/2016 02:43:32 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG40","RIF16JAN16Q5","IFCMP INT.Bag Kg                    3393","MG16005287","CHEMISTRY"
"8220692","17/01/2016 05:36:37 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_SMP","MG60","MHS17JAN16J1","HH HS SMP 25Kg                      4637","MG16005332","CHEMISTRY"
"8222334","18/01/2016 12:27:47 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MGTDP","XIF16JAN16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16005371","CHEMISTRY"
"8222388","18/01/2016 12:32:03 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MGTDP","XIF14JAN16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16005372","CHEMISTRY"
"8222986","18/01/2016 01:35:54 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MLS17JAN16J3","LH SMP 25Kg                         4001","MG16005445","CHEMISTRY"
"8223224","18/01/2016 02:12:56 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KMS17JAN16N2","MH SMP Blk Bag Kg                  C4301","MG16005483","CHEMISTRY"
"8223245","18/01/2016 02:21:16 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","MG20","CPC17JAN16J1","WPC 35% 25Kg                        2404","MG16005485","CHEMISTRY"
"8223320","18/01/2016 02:42:53 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_INFANT","MG70","KNX17JAN16W4","Base Milk 001 Nutritional Pwdr 25Kg 3665","MG16005500","CHEMISTRY"
"8223407","18/01/2016 02:59:44 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MGTDP","XIF17JAN16W1","TDP Instant Milk Powder F/C 25kg    3393","MG16005508","CHEMISTRY"
"8225452","19/01/2016 09:44:28 AM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG40","RIF17JAN16Q5","IFCMP INT.Bag Kg                    3393","MG16005715","CHEMISTRY"
"8225709","19/01/2016 10:15:30 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM18JAN16J2","BMP 25Kg                            2036","MG16005734","CHEMISTRY"
"8226562","19/01/2016 11:39:35 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS17JAN16Q3","Instant SMP Blk Bag                C4900","MG16005789","CHEMISTRY"
"8226595","19/01/2016 11:44:27 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG70","KIS17JAN16Q3","Instant SMP Blk Bag                C4900","MG16005791","CHEMISTRY"
"8226743","19/01/2016 12:06:58 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_BMP","MG60","MBM19JAN16J2","BMP 25Kg                            2036","MG16005809","CHEMISTRY"
"8226766","19/01/2016 12:12:46 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MMS18JAN16J1","MH SMP 25Kg                         4301","MG16005810","CHEMISTRY"
"8226793","19/01/2016 12:19:58 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_SMP","MG60","MIS18JAN16J3","Instant SMP 25Kg                    4900","MG16005811","CHEMISTRY"
"8227469","19/01/2016 01:56:41 PM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WPC","B7","1. WPC-35 376015, LIMS:661781","","DTS16004574","CHEMISTRY"
"8227749","19/01/2016 02:44:45 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_FCMP","MG40","RIF18JAN16Q5","IFCMP INT.Bag Kg                    3393","MG16005935","CHEMISTRY"
"8228599","19/01/2016 05:08:55 PM","T","SOLI030693","Insolubility Index","ML","0.1","PDR_WPC","MG20","CPC18JAN16J1","WPC 35% 25Kg                        2404","MG16005995","CHEMISTRY"
"8228645","19/01/2016 05:20:19 PM","T","SOLI030693","Insolubility Index","ML","0.2","PDR_FCMP","MGTDP","XIV18JAN16W1","TDP IFCMP VIT 25Kg                  3397","MG16006000","CHEMISTRY"
"8229377","20/01/2016 06:46:39 AM","T","SOLI030693","Insolubility Index","ML","2","PDR_WHEY","MG20","CCW17JAN16J2","Ezy Cal Mineral Whey Powder 25kg    2291","MG16006123","CHEMISTRY"
"8230460","20/01/2016 10:13:04 AM","T","SOLI030693","Insolubility Index @ 24C","ML","18","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","1. LMV02NOV15G6","DTS16004820","CHEMISTRY"
"8230461","20/01/2016 10:13:04 AM","T","SOLI030693","Insolubility Index @ 24C","ML","18","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","2. LMV04MAY15G3","DTS16004820","CHEMISTRY"
"8230462","20/01/2016 10:13:05 AM","T","SOLI030693","Insolubility Index @ 24C","ML","19","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","3. LMV09DEC15G6","DTS16004820","CHEMISTRY"
"8230463","20/01/2016 10:13:05 AM","T","SOLI030693","Insolubility Index @ 24C","ML","20","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","4. LMV09SEP14G6","DTS16004820","CHEMISTRY"
"8230464","20/01/2016 10:13:05 AM","T","SOLI030693","Insolubility Index @ 24C","ML","19","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","5. LMV11JAN16G6 EX FLUID BED","DTS16004820","CHEMISTRY"
"8230465","20/01/2016 10:13:06 AM","T","SOLI030693","Insolubility Index @ 24C","ML","19","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","6. LMV11JAN16G6 EX PIN MILL","DTS16004820","CHEMISTRY"
"8230466","20/01/2016 10:13:06 AM","T","SOLI030693","Insolubility Index @ 24C","ML","20","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","7. LMV12JAN16G6 EX FLUID BED","DTS16004820","CHEMISTRY"
"8230467","20/01/2016 10:13:07 AM","T","SOLI030693","Insolubility Index @ 24C","ML","20","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","8. LMV2JAN16G6 EX PIN MILL","DTS16004820","CHEMISTRY"
"8230468","20/01/2016 10:13:07 AM","T","SOLI030693","Insolubility Index @ 24C","ML","20","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","9. LMV21MARC14G3","DTS16004820","CHEMISTRY"
"8230469","20/01/2016 10:13:07 AM","T","SOLI030693","Insolubility Index @ 24C","ML","19","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","10. LMV02MAY14G6","DTS16004820","CHEMISTRY"
"8230470","20/01/2016 10:13:08 AM","T","SOLI030693","Insolubility Index @ 24C","ML","20","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","11. LMV01JAN14G3","DTS16004820","CHEMISTRY"
"8230471","20/01/2016 10:13:08 AM","T","SOLI030693","Insolubility Index @ 24C","ML","20","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","12. LMV04MARC15G6","DTS16004820","CHEMISTRY"
"8230472","20/01/2016 10:13:08 AM","T","SOLI030693","Insolubility Index @ 24C","ML","19","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","13. LMV30JUN14G6","DTS16004820","CHEMISTRY"
"8230473","20/01/2016 10:13:09 AM","T","SOLI030693","Insolubility Index @ 24C","ML","18","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","14. LMV02JUL15G3","DTS16004820","CHEMISTRY"
"8230474","20/01/2016 10:13:09 AM","T","SOLI030693","Insolubility Index @ 24C","ML","18","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","15. LMV06SEP15G6","DTS16004820","CHEMISTRY"
"8230475","20/01/2016 10:13:10 AM","T","SOLI030693","Insolubility Index @ 24C","ML","20","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","16. LMV04JAN15G3","DTS16004820","CHEMISTRY"
"8230476","20/01/2016 10:13:10 AM","T","SOLI030693","Insolubility Index @ 24C","ML","20","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","17. LMV09NOV14G6","DTS16004820","CHEMISTRY"
"8230477","20/01/2016 10:13:11 AM","T","SOLI030693","Insolubility Index @ 24C","ML","19","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","18. LMV12JAN16G6 FINAL PRODUCT","DTS16004820","CHEMISTRY"
"8230478","20/01/2016 10:13:11 AM","T","SOLI030693","Insolubility Index @ 24C","ML","19","PDR_MPC","659","REF:ABBOTT C-LA3086 SAMPLES 1-19","19. LMV11JAN16G6FINAL PRODUCT","DTS16004820","CHEMISTRY"
"8230652","20/01/2016 10:38:33 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WHEY","BESTON","18.01.16 WHEY BULK 6014006","","DTS16004861","CHEMISTRY"
"8230954","20/01/2016 10:57:15 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_FCMP","MG70","KIF18JAN16W1","Instant Full Cream Milk Powder 25kg 3393","MG16006154","CHEMISTRY"
"8231001","20/01/2016 11:00:48 AM","T","SOLI030693","Insolubility Index","ML","<0.1","PDR_WHEY","BESTON","12.01.16 WHEY POWDER BULK 5361001","","DTS16004886","CHEMISTRY"
